,Province_State,Population,Total Deaths
2151,Ohio,93649,32565
2152,Ohio,168937,86606
2153,Ohio,38875,10727
2154,Ohio,817473,840223
2155,Ohio,75783,32843
2156,Ohio,31365,11782
2157,Ohio,15040,3227
2158,Ohio,27006,5880
2159,Ohio,43161,14199
2160,Ohio,28264,7495
2161,Ohio,43960,14523
2162,Ohio,58266,22098
2163,Ohio,32413,9477
2164,Ohio,65325,43856
2165,Ohio,62322,24018
2166,Ohio,230149,184088
2167,Ohio,59463,32673
2168,Ohio,176862,86014
2169,Ohio,45672,13103
2170,Ohio,309833,259918
2171,Ohio,428348,485434
2172,Ohio,44731,9286
2173,Ohio,228683,341315
2174,Ohio,65093,31648
2175,Ohio,179746,86483
2176,Ohio,22907,5145
2177,Ohio,41172,9004
2178,Ohio,106987,85235
2179,Ohio,13654,3440
2180,Ohio,531687,788613
2181,Ohio,14508,1810
2182,Ohio,35328,5908
2183,Ohio,86215,37161
2184,Ohio,14424,1698
2185,Ohio,40525,10468
2187,Ohio,18672,2934
2188,Ohio,36134,7917
2189,Ohio,58457,22337
2190,Ohio,27772,7808
2191,Ohio,162466,75352
2192,Ohio,40882,17769
2193,Ohio,33861,12130
2194,Ohio,121154,84685
2195,Ohio,76666,41708
2196,Ohio,58518,27497
2197,Ohio,75314,31532
2198,Ohio,55178,25610
2199,Ohio,48590,16843
2200,Ohio,370606,548447
2201,Ohio,541013,632150
2202,Ohio,197974,239534
2203,Ohio,91987,93555
2205,Ohio,58988,6201
2206,Ohio,28275,10688
2207,Ohio,13085,1702
2208,Ohio,234602,123896
2209,Ohio,59911,24238
2210,Ohio,115710,72863
2211,Ohio,36692,12083
2212,Ohio,130817,58566
2213,Ohio,21772,5427
2214,Oklahoma,22194,2246
2215,Oklahoma,5702,150
2216,Oklahoma,13758,1103
2217,Oklahoma,5311,46
2218,Oklahoma,21859,2764
2219,Oklahoma,9429,940
2220,Oklahoma,47995,5153
2221,Oklahoma,28762,7466
2222,Oklahoma,148306,24576
2223,Oklahoma,48111,12166
2224,Oklahoma,48657,6113
2225,Oklahoma,14672,1627
2226,Oklahoma,2137,38
2227,Oklahoma,284014,75221
2228,Oklahoma,5495,302
2229,Oklahoma,120749,26026
2230,Oklahoma,5666,556
2231,Oklahoma,14142,1223
2232,Oklahoma,71522,20025
2233,Oklahoma,29003,7528
2234,Oklahoma,43009,9396
2235,Oklahoma,4891,374
2236,Oklahoma,3859,64
2237,Oklahoma,61056,14402
2238,Oklahoma,27711,5975
2239,Oklahoma,55834,13899
2240,Oklahoma,4333,134
2241,Oklahoma,5712,782
2242,Oklahoma,2653,107
2243,Oklahoma,3688,79
2244,Oklahoma,12627,705
2245,Oklahoma,13279,1230
2246,Oklahoma,24530,3698
2247,Oklahoma,6002,349
2248,Oklahoma,11085,1168
2249,Oklahoma,43538,10712
2250,Oklahoma,15765,1319
2251,Oklahoma,8708,1129
2252,Oklahoma,10073,560
2253,Oklahoma,49853,3892
2254,Oklahoma,34877,5729
2255,Oklahoma,48011,6441
2256,Oklahoma,10253,777
2257,Oklahoma,7629,589
2258,Oklahoma,16931,781
2259,Oklahoma,41100,6569
2260,Oklahoma,40474,5243
2261,Oklahoma,32832,7211
2262,Oklahoma,19596,3816
2263,Oklahoma,14073,2405
2264,Oklahoma,67997,22096
2265,Oklahoma,11131,942
2266,Oklahoma,10076,852
2267,Oklahoma,11993,1289
2268,Oklahoma,797434,252614
2269,Oklahoma,38465,9058
2270,Oklahoma,46963,7375
2271,Oklahoma,31127,4962
2273,Oklahoma,16376,2285
2274,Oklahoma,81784,7015
2275,Oklahoma,43654,8825
2276,Oklahoma,38284,7227
2277,Oklahoma,72592,15649
2278,Oklahoma,11096,713
2279,Oklahoma,3583,115
2280,Oklahoma,92459,24353
2281,Oklahoma,24258,4724
2282,Oklahoma,41569,3283
2283,Oklahoma,43143,9544
2284,Oklahoma,19983,1212
2285,Oklahoma,7250,616
2286,Oklahoma,651552,225722
2288,Oklahoma,81289,16090
2289,Oklahoma,51527,15517
2290,Oklahoma,10916,1076
2291,Oklahoma,8793,721
2292,Oklahoma,20211,2027
2293,Oregon,16124,1820
2294,Oregon,93053,3588
2295,Oregon,418187,113747
2296,Oregon,40224,1733
2297,Oregon,52354,5226
2298,Oregon,64487,13305
2299,Oregon,24404,3810
2300,Oregon,22925,2017
2301,Oregon,197692,32756
2302,Oregon,110980,54872
2303,Oregon,1912,21
2304,Oregon,7199,332
2305,Oregon,7393,847
2306,Oregon,23382,1086
2307,Oregon,220944,92329
2308,Oregon,24658,4752
2309,Oregon,87487,41049
2310,Oregon,68238,21005
2311,Oregon,7869,579
2312,Oregon,382067,104119
2313,Oregon,49962,5502
2314,Oregon,129749,29795
2315,Oregon,30571,5705
2316,Oregon,347818,141480
2317,Oregon,11603,620
2318,Oregon,812855,290533
2320,Oregon,86085,10045
2321,Oregon,1780,21
2322,Oregon,27036,2543
2323,Oregon,77950,19795
2325,Oregon,26835,3822
2326,Oregon,7208,252
2327,Oregon,26682,2610
2328,Oregon,601592,121922
2329,Oregon,1332,6
2330,Oregon,107100,22642
2331,Pennsylvania,103009,48628
2332,Pennsylvania,1216045,1054190
2333,Pennsylvania,64735,45236
2334,Pennsylvania,163929,153343
2335,Pennsylvania,47888,26142
2336,Pennsylvania,421164,423066
2337,Pennsylvania,121829,105547
2338,Pennsylvania,60323,20463
2339,Pennsylvania,628270,602819
2340,Pennsylvania,187853,147987
2341,Pennsylvania,130192,145352
2342,Pennsylvania,4447,251
2343,Pennsylvania,64182,37490
2344,Pennsylvania,162385,48094
2345,Pennsylvania,524989,324828
2346,Pennsylvania,38438,16362
2347,Pennsylvania,79255,47430
2348,Pennsylvania,38632,8247
2349,Pennsylvania,64964,26613
2350,Pennsylvania,84629,40101
2351,Pennsylvania,253370,175917
2352,Pennsylvania,278299,219446
2353,Pennsylvania,566747,615198
2354,Pennsylvania,29910,5813
2355,Pennsylvania,269728,149578
2356,Pennsylvania,129274,124382
2357,Pennsylvania,7247,577
2358,Pennsylvania,155027,139613
2359,Pennsylvania,14530,2346
2360,Pennsylvania,36233,5771
2361,Pennsylvania,45144,28266
2362,Pennsylvania,84073,47570
2363,Pennsylvania,43425,22602
2364,Pennsylvania,24763,12205
2365,Pennsylvania,209674,170903
2366,Pennsylvania,545724,560565
2367,Pennsylvania,85512,60931
2368,Pennsylvania,141793,86478
2369,Pennsylvania,369318,308199
2370,Pennsylvania,317417,355704
2371,Pennsylvania,113299,87732
2372,Pennsylvania,40625,11759
2373,Pennsylvania,109424,77788
2374,Pennsylvania,46138,28862
2375,Pennsylvania,170271,97110
2376,Pennsylvania,830915,806735
2377,Pennsylvania,18230,3694
2378,Pennsylvania,305285,270201
2379,Pennsylvania,90843,90227
2381,Pennsylvania,46272,14955
2382,Pennsylvania,1584064,1769154
2383,Pennsylvania,55809,5562
2384,Pennsylvania,16526,4192
2385,Pennsylvania,141359,129952
2386,Pennsylvania,40372,11484
2387,Pennsylvania,73447,54442
2388,Pennsylvania,6066,693
2389,Pennsylvania,40328,7907
2390,Pennsylvania,40591,17891
2392,Pennsylvania,44923,9515
2393,Pennsylvania,50668,23673
2394,Pennsylvania,39191,19570
2395,Pennsylvania,206865,111967
2396,Pennsylvania,51361,15294
2397,Pennsylvania,348899,342107
2398,Pennsylvania,26794,5898
2399,Pennsylvania,449058,380921
2400,Puerto Rico,19483,0
2401,Puerto Rico,41959,0
2402,Puerto Rico,60949,0
2403,Puerto Rico,28659,0
2404,Puerto Rico,25900,0
2405,Puerto Rico,29261,0
2406,Puerto Rico,96440,557
2407,Puerto Rico,19575,0
2408,Puerto Rico,24816,0
2409,Puerto Rico,30318,0
2410,Puerto Rico,208116,591
2411,Puerto Rico,50917,0
2412,Puerto Rico,142893,382
2413,Puerto Rico,35159,0
2414,Puerto Rico,47648,0
2415,Puerto Rico,176762,0
2416,Puerto Rico,28140,0
2417,Puerto Rico,48119,0
2418,Puerto Rico,13631,0
2419,Puerto Rico,18782,0
2420,Puerto Rico,43480,0
2421,Puerto Rico,40512,0
2422,Puerto Rico,20778,0
2423,Puerto Rico,37142,0
2424,Puerto Rico,1818,0
2425,Puerto Rico,38165,0
2426,Puerto Rico,36993,103
2427,Puerto Rico,12680,0
2428,Puerto Rico,19427,0
2429,Puerto Rico,45362,0
2430,Puerto Rico,21581,0
2431,Puerto Rico,97924,0
2432,Puerto Rico,45369,0
2433,Puerto Rico,41953,0
2434,Puerto Rico,17250,0
2435,Puerto Rico,58466,0
2436,Puerto Rico,45631,0
2437,Puerto Rico,16642,0
2438,Puerto Rico,79897,0
2439,Puerto Rico,40290,0
2440,Puerto Rico,25753,0
2441,Puerto Rico,30753,0
2442,Puerto Rico,9881,0
2443,Puerto Rico,38675,0
2444,Puerto Rico,30060,0
2445,Puerto Rico,20068,0
2446,Puerto Rico,44113,0
2447,Puerto Rico,6276,0
2448,Puerto Rico,12225,0
2449,Puerto Rico,89080,246
2450,Puerto Rico,40109,0
2451,Puerto Rico,32610,0
2452,Puerto Rico,26720,0
2453,Puerto Rico,30402,0
2454,Puerto Rico,23423,0
2456,Puerto Rico,19277,0
2457,Puerto Rico,24282,0
2458,Puerto Rico,166327,186
2459,Puerto Rico,25919,0
2460,Puerto Rico,15200,0
2461,Puerto Rico,54304,0
2462,Puerto Rico,25265,0
2463,Puerto Rico,31078,0
2464,Puerto Rico,35527,0
2465,Puerto Rico,395326,0
2466,Puerto Rico,41058,0
2467,Puerto Rico,42430,0
2468,Puerto Rico,23274,0
2469,Puerto Rico,74066,0
2470,Puerto Rico,89609,0
2471,Puerto Rico,74842,0
2473,Puerto Rico,33149,0
2474,Puerto Rico,39951,0
2475,Puerto Rico,59662,0
2476,Puerto Rico,9301,0
2477,Puerto Rico,26073,0
2478,Puerto Rico,37941,0
2479,Puerto Rico,42043,0
2480,Rhode Island,48479,8190
2481,Rhode Island,164292,38130
2482,Rhode Island,82082,3259
2484,Rhode Island,638931,278859
2486,Rhode Island,125577,15237
2487,South Carolina,24527,2619
2488,South Carolina,170872,51251
2489,South Carolina,8688,296
2490,South Carolina,202558,178283
2491,South Carolina,14066,2797
2492,South Carolina,20866,4600
2493,South Carolina,192122,51028
2494,South Carolina,227907,58555
2495,South Carolina,14553,1638
2496,South Carolina,411406,175027
2497,South Carolina,57300,27920
2498,South Carolina,32244,10751
2499,South Carolina,45650,17562
2500,South Carolina,33745,10765
2501,South Carolina,37677,16423
2502,South Carolina,66618,36750
2503,South Carolina,30479,10548
2504,South Carolina,162809,67479
2505,South Carolina,27260,2680
2506,South Carolina,22347,5870
2507,South Carolina,138293,116894
2508,South Carolina,62680,19021
2509,South Carolina,523542,392691
2510,South Carolina,70811,30337
2511,South Carolina,19222,3556
2512,South Carolina,354081,227806
2513,South Carolina,30073,4265
2514,South Carolina,66551,26681
2515,South Carolina,98012,32866
2516,South Carolina,67493,29253
2517,South Carolina,16828,4301
2518,South Carolina,298750,154575
2519,South Carolina,30657,11334
2520,South Carolina,26118,5662
2521,South Carolina,9463,809
2522,South Carolina,38440,16427
2523,South Carolina,79546,35334
2524,South Carolina,86175,53296
2526,South Carolina,126884,93371
2527,South Carolina,415759,190399
2528,South Carolina,20473,2964
2529,South Carolina,319785,287290
2530,South Carolina,106721,47608
2532,South Carolina,27316,8818
2533,South Carolina,30368,9318
2534,South Carolina,280979,103785
2535,South Dakota,2751,139
2536,South Dakota,18453,1778
2537,South Dakota,3365,127
2538,South Dakota,6901,766
2539,South Dakota,35077,1969
2540,South Dakota,38839,6269
2541,South Dakota,5297,353
2542,South Dakota,1962,164
2543,South Dakota,10429,1070
2544,South Dakota,1376,26
2545,South Dakota,9292,626
2546,South Dakota,3736,71
2547,South Dakota,14070,379
2548,South Dakota,28009,4192
2549,South Dakota,4086,154
2550,South Dakota,8972,429
2551,South Dakota,19775,3070
2552,South Dakota,5424,762
2553,South Dakota,4351,78
2554,South Dakota,5892,998
2555,South Dakota,2921,126
2556,South Dakota,3829,140
2557,South Dakota,6713,876
2558,South Dakota,2299,133
2559,South Dakota,7052,986
2560,South Dakota,4185,541
2561,South Dakota,1899,74
2562,South Dakota,6164,513
2563,South Dakota,3191,82
2564,South Dakota,3453,21
2565,South Dakota,1298,6
2566,South Dakota,17526,1714
2567,South Dakota,7291,681
2568,South Dakota,1301,45
2569,South Dakota,3344,213
2570,South Dakota,2013,162
2571,South Dakota,903,3
2572,South Dakota,4939,372
2573,South Dakota,12797,404
2574,South Dakota,25844,3154
2575,South Dakota,61128,4790
2576,South Dakota,3781,105
2577,South Dakota,4935,103
2578,South Dakota,5586,423
2579,South Dakota,2379,130
2580,South Dakota,28332,1898
2581,South Dakota,2061,36
2582,South Dakota,2216,112
2583,South Dakota,193134,79035
2584,South Dakota,6576,406
2585,South Dakota,14177,1657
2587,South Dakota,113775,42464
2588,South Dakota,2865,159
2589,South Dakota,2153,55
2590,South Dakota,10394,1311
2591,South Dakota,2344,36
2592,South Dakota,6376,676
2593,South Dakota,3098,45
2594,South Dakota,1391,6
2595,South Dakota,10177,1282
2596,South Dakota,5441,419
2597,South Dakota,8384,1750
2599,South Dakota,15932,1254
2600,South Dakota,5435,381
2601,South Dakota,22814,1810
2602,South Dakota,2756,66
2603,Tennessee,76978,47027
2604,Tennessee,49713,19866
2605,Tennessee,16160,3580
2606,Tennessee,15064,1413
2607,Tennessee,133088,78369
2608,Tennessee,108110,50049
2609,Tennessee,39842,12545
2610,Tennessee,14678,2354
2611,Tennessee,27767,10482
2612,Tennessee,56391,42360
2613,Tennessee,40667,7907
2614,Tennessee,17297,4426
2615,Tennessee,31959,13683
2616,Tennessee,7615,1591
2617,Tennessee,36004,16785
2618,Tennessee,56520,27419
2619,Tennessee,14230,3293
2620,Tennessee,60520,29475
2621,Tennessee,694144,560986
2622,Tennessee,20490,5578
2623,Tennessee,11663,2084
2624,Tennessee,53948,20413
2625,Tennessee,37159,16664
2626,Tennessee,41133,13212
2627,Tennessee,18523,7680
2628,Tennessee,42208,12865
2629,Tennessee,49133,30013
2630,Tennessee,29464,14216
2631,Tennessee,23320,5699
2632,Tennessee,69069,52017
2633,Tennessee,13427,2312
2634,Tennessee,64934,38327
2635,Tennessee,367804,291491
2636,Tennessee,6620,801
2637,Tennessee,25050,8233
2638,Tennessee,25652,10642
2639,Tennessee,56786,44905
2640,Tennessee,17304,4567
2641,Tennessee,28117,12573
2642,Tennessee,32345,11384
2643,Tennessee,25178,6087
2644,Tennessee,8201,1851
2645,Tennessee,18582,3320
2646,Tennessee,11786,1836
2647,Tennessee,54495,28950
2648,Tennessee,17788,4940
2649,Tennessee,470313,410709
2650,Tennessee,7016,1039
2651,Tennessee,25633,5174
2652,Tennessee,44142,16898
2653,Tennessee,12268,1911
2654,Tennessee,34366,10789
2655,Tennessee,54068,17728
2656,Tennessee,24602,8722
2657,Tennessee,97984,63069
2658,Tennessee,28907,5914
2659,Tennessee,34375,7143
2660,Tennessee,96387,40479
2661,Tennessee,53794,25412
2662,Tennessee,25694,8006
2663,Tennessee,12422,1631
2664,Tennessee,46545,22392
2665,Tennessee,208993,90955
2666,Tennessee,6488,747
2667,Tennessee,21403,3948
2668,Tennessee,30069,16007
2670,Tennessee,22241,6202
2671,Tennessee,8076,1296
2672,Tennessee,5048,678
2673,Tennessee,16832,3018
2674,Tennessee,80245,29559
2675,Tennessee,33167,9904
2676,Tennessee,53382,27144
2677,Tennessee,71813,33678
2678,Tennessee,332285,200691
2679,Tennessee,22068,7614
2680,Tennessee,15026,1972
2681,Tennessee,98250,52875
2682,Tennessee,937166,1319615
2683,Tennessee,20157,3851
2684,Tennessee,13715,1942
2685,Tennessee,158348,147971
2686,Tennessee,191283,134937
2687,Tennessee,61599,19953
2688,Tennessee,11284,921
2690,Tennessee,17883,4798
2691,Tennessee,19972,2554
2692,Tennessee,5872,999
2693,Tennessee,41277,12082
2694,Tennessee,129375,82453
2695,Tennessee,16673,3267
2696,Tennessee,33328,11743
2697,Tennessee,27345,7835
2698,Tennessee,238412,57380
2699,Tennessee,144657,82103
2700,Texas,57735,22863
2701,Texas,18705,1930
2702,Texas,86715,69142
2703,Texas,23510,4405
2704,Texas,8553,415
2705,Texas,1887,53
2706,Texas,51153,19644
2707,Texas,30032,3319
2708,Texas,7000,594
2709,Texas,23112,2858
2710,Texas,88723,25069
2711,Texas,3509,538
2712,Texas,32565,9362
2713,Texas,362924,199147
2714,Texas,2003554,2647156
2715,Texas,11931,567
2716,Texas,654,3
2717,Texas,18685,2804
2718,Texas,93245,62869
2719,Texas,374264,232111
2720,Texas,229211,52723
2721,Texas,9203,536
2722,Texas,1546,36
2723,Texas,7093,1239
2724,Texas,37864,17964
2725,Texas,18443,2064
2726,Texas,48155,13195
2727,Texas,43664,13376
2728,Texas,21290,1438
2729,Texas,13943,2908
2730,Texas,423163,569236
2731,Texas,13094,2610
2732,Texas,5926,658
2733,Texas,30026,15271
2734,Texas,7530,1025
2735,Texas,43837,2400
2736,Texas,52646,23964
2737,Texas,7306,597
2738,Texas,10471,972
2739,Texas,2853,276
2740,Texas,3387,217
2741,Texas,8175,2596
2742,Texas,1034730,432226
2743,Texas,2920,136
2744,Texas,21493,2215
2745,Texas,156209,92727
2746,Texas,13635,3085
2747,Texas,2726,105
2748,Texas,41257,8299
2749,Texas,75951,18929
2750,Texas,1398,37
2751,Texas,4797,303
2752,Texas,3464,199
2753,Texas,5737,950
2754,Texas,2171,93
2755,Texas,7287,1016
2756,Texas,2635516,2966830
2757,Texas,12728,4200
2758,Texas,20160,5320
2759,Texas,18546,5585
2760,Texas,5331,352
2761,Texas,887207,348746
2762,Texas,2211,133
2763,Texas,10124,1211
2764,Texas,3278,326
2765,Texas,11157,2438
2766,Texas,18360,6130
2767,Texas,166223,120870
2768,Texas,1932,78
2769,Texas,839238,1396470
2770,Texas,184826,99390
2771,Texas,42698,7248
2772,Texas,17297,2321
2773,Texas,35514,13856
2774,Texas,25346,6381
2775,Texas,3830,360
2776,Texas,5712,1154
2777,Texas,1155,76
2778,Texas,811688,200091
2779,Texas,10725,1029
2780,Texas,19717,3506
2781,Texas,20306,4051
2782,Texas,21492,3192
2783,Texas,342139,188764
2784,Texas,6229,444
2785,Texas,26988,6328
2786,Texas,1409,6
2787,Texas,7658,544
2788,Texas,20837,4651
2789,Texas,21886,6859
2790,Texas,136212,113317
2791,Texas,123945,128587
2792,Texas,28880,6973
2793,Texas,166847,56142
2794,Texas,33406,22271
2795,Texas,2964,269
2796,Texas,8461,655
2797,Texas,5399,496
2798,Texas,3933,208
2799,Texas,57602,21557
2800,Texas,4713325,5331128
2801,Texas,66553,20245
2802,Texas,5576,6
2803,Texas,5658,755
2804,Texas,230191,74180
2805,Texas,3819,45
2806,Texas,82737,55714
2807,Texas,868707,1279861
2808,Texas,36649,14093
2809,Texas,23021,11443
2810,Texas,61643,33065
2811,Texas,37084,14330
2812,Texas,22968,6001
2813,Texas,36664,13796
2814,Texas,4886,170
2815,Texas,98594,42778
2816,Texas,20938,8444
2817,Texas,1536,6
2818,Texas,8935,500
2819,Texas,14760,1846
2820,Texas,35529,14075
2821,Texas,2274,55
2822,Texas,251565,181136
2823,Texas,5200,264
2824,Texas,40482,18938
2825,Texas,175817,142034
2826,Texas,20083,4303
2827,Texas,15601,2425
2828,Texas,136154,79922
2829,Texas,47431,7831
2830,Texas,404,3
2831,Texas,762,10
2832,Texas,52600,15034
2833,Texas,4337,126
2834,Texas,272,0
2835,Texas,3667,105
2836,Texas,30680,9850
2837,Texas,3664,341
2838,Texas,7520,993
2839,Texas,49859,29409
2840,Texas,12893,6481
2841,Texas,21428,4005
2842,Texas,20154,6476
2843,Texas,17239,1778
2844,Texas,17404,3922
2845,Texas,88219,49284
2846,Texas,23437,7903
2847,Texas,3233,150
2848,Texas,12207,932
2849,Texas,21795,4582
2850,Texas,169,1
2851,Texas,310569,328457
2852,Texas,5951,783
2853,Texas,14284,1630
2854,Texas,9854,1677
2855,Texas,5771,321
2856,Texas,4274,91
2857,Texas,36643,12726
2858,Texas,58722,59031
2859,Texas,7984,1161
2860,Texas,256623,201251
2861,Texas,743,55
2862,Texas,51584,17433
2863,Texas,2138,81
2864,Texas,176832,70934
2865,Texas,24823,5322
2866,Texas,4873,723
2867,Texas,8545,1245
2868,Texas,19818,7829
2869,Texas,607391,336604
2870,Texas,20940,5468
2871,Texas,12388,2652
2872,Texas,1200,91
2873,Texas,65204,27586
2874,Texas,50113,20039
2875,Texas,13595,1824
2876,Texas,14714,4725
2877,Texas,362294,374579
2878,Texas,9836,1123
2879,Texas,2112,21
2880,Texas,83396,40314
2882,Texas,29189,8775
2883,Texas,23194,7971
2884,Texas,142878,74361
2885,Texas,9605,1258
2886,Texas,15823,2412
2887,Texas,51353,23617
2888,Texas,117415,20289
2889,Texas,6704,858
2890,Texas,12514,1883
2891,Texas,137713,75401
2892,Texas,3849,136
2893,Texas,3452,325
2894,Texas,12023,2679
2895,Texas,15976,2275
2896,Texas,6948,705
2897,Texas,854,3
2898,Texas,17074,2816
2899,Texas,104915,27521
2900,Texas,10264,2338
2901,Texas,54406,20525
2902,Texas,10542,3936
2903,Texas,8237,1117
2904,Texas,28859,4976
2905,Texas,66730,36148
2906,Texas,6055,707
2907,Texas,2793,45
2908,Texas,16703,4560
2909,Texas,3265,78
2910,Texas,25274,7727
2911,Texas,3022,122
2912,Texas,232751,194950
2913,Texas,9128,662
2914,Texas,64633,45144
2915,Texas,9366,1387
2916,Texas,1291,42
2917,Texas,1350,28
2918,Texas,3776,105
2919,Texas,7397,567
2920,Texas,2102515,2461733
2921,Texas,138034,141583
2922,Texas,776,6
2923,Texas,12337,3174
2924,Texas,1501,54
2925,Texas,32750,7970
2926,Texas,119200,72450
2927,Texas,1273954,566830
2928,Texas,14651,2932
2929,Texas,21672,3779
2931,Texas,41753,13552
2932,Texas,3657,190
2933,Texas,26741,8688
2934,Texas,49025,30800
2935,Texas,56590,30345
2936,Texas,92084,52653
2937,Texas,72971,17756
2938,Texas,55246,5421
2939,Texas,11998,1098
2940,Texas,35882,10533
2941,Texas,276652,246072
2942,Texas,41556,20571
2943,Texas,5056,322
2944,Texas,132230,126216
2945,Texas,12769,2955
2946,Texas,21358,7620
2947,Texas,590551,158586
2948,Texas,51070,11116
2949,Texas,8010,579
2950,Texas,69984,27099
2951,Texas,45539,32154
2952,Texas,8713,857
2953,Texas,18010,4281
2954,Texas,14179,1384
2955,Texas,11840,2086
2957,Utah,6710,0
2958,Utah,56046,0
2959,Utah,128289,0
2960,Utah,20463,0
2962,Utah,950,0
2963,Utah,355481,57869
2964,Utah,19938,0
2965,Utah,10012,0
2966,Utah,5051,0
2967,Utah,9754,0
2968,Utah,54839,0
2969,Utah,12017,0
2970,Utah,7886,0
2971,Utah,13188,0
2972,Utah,12124,0
2974,Utah,1479,0
2975,Utah,2483,0
2976,Utah,1160437,423668
2977,Utah,15308,1269
2978,Utah,30939,0
2979,Utah,21620,0
2982,Utah,42145,414
2983,Utah,72259,5632
2985,Utah,35734,0
2987,Utah,636235,152600
2988,Utah,34091,780
2989,Utah,177556,1
2990,Utah,2711,0
2991,Utah,260213,0
2993,Vermont,36777,410
2994,Vermont,35470,3208
2995,Vermont,29993,679
2996,Vermont,163774,16490
2997,Vermont,6163,10
2998,Vermont,49402,2493
2999,Vermont,7235,36
3000,Vermont,25362,306
3001,Vermont,28892,125
3002,Vermont,27037,878
3004,Vermont,58191,3085
3006,Vermont,58409,2263
3007,Vermont,42222,1031
3008,Vermont,55062,1752
3009,Virgin Islands,107268,6853
3010,Virginia,32316,5400
3011,Virginia,109330,14900
3012,Virginia,159428,20765
3013,Virginia,14860,4917
3014,Virginia,13145,1821
3015,Virginia,31605,5141
3016,Virginia,15911,1697
3017,Virginia,236842,46635
3018,Virginia,75558,19324
3019,Virginia,4147,213
3020,Virginia,78997,27329
3021,Virginia,6280,348
3022,Virginia,33419,5552
3023,Virginia,16762,3955
3024,Virginia,16231,1355
3025,Virginia,21004,8034
3026,Virginia,17148,1680
3027,Virginia,6478,1011
3028,Virginia,54885,20504
3029,Virginia,30725,3825
3030,Virginia,29791,11090
3031,Virginia,6963,429
3032,Virginia,11880,1113
3033,Virginia,47266,3464
3034,Virginia,244835,87805
3035,Virginia,352802,177443
3036,Virginia,14619,1492
3037,Virginia,17370,5243
3038,Virginia,5538,451
3039,Virginia,5131,311
3040,Virginia,52605,11548
3041,Virginia,9932,436
3042,Virginia,40044,27166
3043,Virginia,14318,2077
3044,Virginia,28544,4620
3045,Virginia,5346,1524
3046,Virginia,10953,877
3047,Virginia,1147532,519091
3048,Virginia,24019,1055
3049,Virginia,14617,212
3050,Virginia,71222,9550
3051,Virginia,15749,1277
3052,Virginia,27270,1439
3053,Virginia,56042,17272
3054,Virginia,7967,1566
3055,Virginia,89313,27110
3056,Virginia,29036,969
3057,Virginia,6347,3334
3058,Virginia,16720,1716
3059,Virginia,37348,5451
3060,Virginia,23753,1833
3061,Virginia,15550,3446
3062,Virginia,19819,1821
3063,Virginia,11336,922
3064,Virginia,33911,12977
3065,Virginia,134510,41788
3066,Virginia,107766,39337
3067,Virginia,53016,11947
3068,Virginia,330818,250320
3069,Virginia,50557,32377
3070,Virginia,2190,28
3071,Virginia,22529,5784
3072,Virginia,37109,7070
3073,Virginia,76523,8993
3074,Virginia,26836,1479
3075,Virginia,17148,1282
3076,Virginia,7025,136
3077,Virginia,10603,843
3078,Virginia,23423,5074
3079,Virginia,7446,694
3080,Virginia,413538,59472
3081,Virginia,37591,4343
3082,Virginia,12196,977
3083,Virginia,82168,31006
3084,Virginia,13261,1101
3085,Virginia,41085,2907
3086,Virginia,17478,364
3087,Virginia,12554,6492
3088,Virginia,8834,389
3089,Virginia,30587,8874
3090,Virginia,10582,1342
3091,Virginia,98535,12983
3092,Virginia,14930,792
3093,Virginia,23091,994
3094,Virginia,179225,59819
3095,Virginia,242742,78343
3096,Virginia,11710,2720
3097,Virginia,12095,1076
3098,Virginia,3981,258
3099,Virginia,15232,4655
3100,Virginia,37051,4721
3102,Virginia,23902,6992
3103,Virginia,17608,4424
3104,Virginia,31346,9095
3105,Virginia,60354,18761
3106,Virginia,12271,458
3107,Virginia,94398,42486
3108,Virginia,29652,1788
3109,Virginia,22802,3464
3110,Virginia,38353,3292
3111,Virginia,470335,158497
3112,Virginia,34027,10217
3113,Virginia,18249,1297
3114,Virginia,7370,105
3115,Virginia,9023,441
3116,Virginia,230436,80915
3117,Virginia,94186,31824
3118,Virginia,99143,56887
3119,Virginia,22573,3677
3120,Virginia,81948,20311
3121,Virginia,26586,7344
3122,Virginia,25301,5084
3123,Virginia,21566,7799
3124,Virginia,43616,23946
3125,Virginia,30104,14182
3126,Virginia,17631,5235
3127,Virginia,136215,34697
3128,Virginia,152882,14261
3129,Virginia,24932,7620
3130,Virginia,92108,39955
3131,Virginia,6422,261
3132,Virginia,11159,1098
3133,Virginia,40595,17540
3135,Virginia,449974,190714
3136,Virginia,40164,13183
3137,Virginia,53740,20613
3138,Virginia,22630,3055
3139,Virginia,18015,1720
3140,Virginia,14954,291
3141,Virginia,28078,4331
3142,Virginia,37383,19760
3143,Virginia,28684,11186
3144,Virginia,68280,7529
3145,Washington,19983,965
3146,Washington,22582,2933
3147,Washington,204390,76491
3148,Washington,77200,13699
3149,Washington,77331,12317
3150,Washington,488241,163819
3151,Washington,3985,145
3152,Washington,110593,42363
3153,Washington,43429,3100
3154,Washington,7627,545
3155,Washington,95222,19327
3156,Washington,2225,28
3157,Washington,97733,20058
3158,Washington,75061,22549
3159,Washington,85141,5546
3160,Washington,32221,556
3161,Washington,2252782,904086
3162,Washington,271473,45466
3163,Washington,47935,3702
3164,Washington,22425,1685
3165,Washington,80707,28578
3166,Washington,10939,445
